Year,Region/City,Number of Bedrooms,Number of Bathrooms,Square Footage,Listing Price,Sale Price,Days on Market,Property Age (Years),Property Type,Number of Garages
2013,Guelph,5,2,1503,783264,746359,17,79,Condo,2
2022,Hamilton,4,1,1295,811137,785132,70,30,Detached,2
2014,Windsor,5,4,1269,776423,713195,70,81,Condo,2
2016,Ottawa,1,2,1642,824640,796859,47,56,Townhouse,2
2010,Kitchener,2,2,1226,718333,604201,66,29,Detached,3
2012,Ottawa,4,3,1058,957795,890944,52,17,Townhouse,2
2011,Hamilton,4,2,1295,692886,622807,30,33,Townhouse,0
2018,Ottawa,2,1,970,756451,709145,65,21,Condo,2
2019,Kitchener,4,4,2240,1088807,982918,66,78,Townhouse,3
2015,London,4,4,1738,1060887,1033167,86,10,Detached,3
2019,Guelph,5,3,2148,831526,758707,18,87,Condo,1
2012,Kitchener,5,4,1694,672622,662768,58,39,Condo,2
2017,Toronto,2,1,2109,473145,354337,45,78,Condo,3
2023,Hamilton,1,2,1646,773729,699132,64,47,Townhouse,1
2017,London,4,3,1790,901635,879832,13,86,Detached,0
2011,Toronto,1,4,646,655767,589996,48,52,Detached,2
2015,Toronto,2,3,1134,801185,719303,60,41,Detached,3
2016,Hamilton,2,3,1514,730312,707133,7,92,Condo,3
2011,London,5,4,1524,455561,419371,63,47,Condo,2
2020,Windsor,4,3,1469,823433,803239,77,73,Detached,1
2019,Toronto,3,4,1681,887017,822652,17,87,Townhouse,2
2011,Toronto,2,1,1697,831883,776419,34,71,Condo,0
2019,London,4,4,1846,1122499,1071557,57,88,Detached,0
2010,Ottawa,1,2,1767,735626,709792,84,43,Townhouse,2
2017,Toronto,5,4,1981,719736,675944,55,37,Condo,1
2010,Guelph,1,2,1984,1233292,1204764,46,73,Condo,0
2018,London,2,3,1569,550251,485711,30,64,Condo,2
2020,Toronto,2,4,2332,676035,657622,63,71,Detached,1
2015,Hamilton,1,2,2043,872196,846165,73,60,Condo,1
2016,Kitchener,2,4,1177,1025054,950595,83,87,Condo,3
2022,Guelph,4,4,1657,986967,950164,7,25,Townhouse,0
2019,Kitchener,2,4,762,592023,489196,45,22,Detached,2
2016,Kitchener,5,1,830,1125529,1069647,5,43,Townhouse,0
2019,Toronto,4,2,1300,892812,897209,69,71,Condo,1
2012,Guelph,3,1,1149,636125,625855,74,70,Detached,3
2011,Guelph,2,1,1302,652959,620668,79,36,Detached,0
2018,Ottawa,2,2,1631,814309,742029,54,46,Condo,2
2017,Kitchener,5,4,1990,1230464,1161230,84,22,Detached,0
2022,Guelph,5,1,1968,842489,806999,63,35,Detached,1
2021,Ottawa,1,1,1665,1228632,1141661,78,47,Townhouse,3
2019,London,1,1,1065,975617,915756,67,33,Detached,0
2016,Ottawa,1,4,1277,547540,507114,29,85,Detached,1
2018,Hamilton,5,1,1754,1081502,996309,14,75,Townhouse,1
2013,Windsor,1,3,1169,611169,585392,81,13,Condo,3
2022,Toronto,1,2,993,676977,610324,5,56,Townhouse,1
2013,London,3,3,1696,855150,785435,18,67,Condo,0
2010,Windsor,1,4,1480,794312,725759,25,13,Condo,2
2017,Windsor,2,1,1415,978682,933350,62,50,Condo,3
2023,London,5,2,1943,900344,824216,42,57,Townhouse,1
2023,Hamilton,4,1,1935,776414,671167,5,98,Condo,0
2021,Ottawa,3,4,2212,1139785,1094444,88,28,Townhouse,3
2012,Toronto,5,2,1239,705092,653067,9,98,Townhouse,1
2016,Ottawa,5,3,1671,599995,522242,48,96,Condo,0
2021,Guelph,2,2,1507,892659,850630,69,87,Condo,1
2011,Ottawa,1,1,1635,796363,755154,61,88,Townhouse,0
2011,London,2,2,1046,849075,833879,49,65,Townhouse,1
2016,Toronto,1,4,939,947632,949356,64,24,Condo,3
2015,Ottawa,1,4,1483,762981,747026,70,67,Condo,3
2012,Toronto,5,2,1162,1171721,1095840,51,81,Condo,3
2018,Toronto,1,4,1875,852997,833829,30,7,Townhouse,1
2019,Guelph,3,4,899,709921,645327,13,74,Townhouse,1
2023,Guelph,3,4,932,917915,823355,55,83,Townhouse,3
2022,London,3,3,1333,782903,728144,12,24,Condo,3
2015,Hamilton,5,1,884,822659,799131,9,9,Detached,2
2019,Windsor,2,4,2170,578773,532742,43,15,Detached,0
2019,Toronto,4,2,1426,601441,540047,72,56,Detached,2
2015,Hamilton,1,4,1258,1012318,950769,44,86,Detached,0
2010,Windsor,4,3,1687,553128,499617,40,17,Detached,1
2013,Windsor,2,2,1853,775524,706574,25,19,Townhouse,0
2019,London,2,1,1582,865170,785183,30,9,Condo,0
2015,Windsor,5,2,1472,1082605,1047000,79,64,Condo,1
2015,Windsor,3,2,1106,703744,611602,89,57,Condo,1
2020,Toronto,3,2,1752,951779,891891,60,38,Condo,1
2021,Toronto,2,2,2066,775895,792655,61,83,Condo,3
2014,Kitchener,5,4,1412,363976,319612,63,8,Detached,3
2010,Hamilton,5,1,1160,809215,764422,11,6,Condo,0
2017,Ottawa,1,4,1572,786618,704214,46,49,Condo,1
2014,Guelph,3,3,1501,885024,852462,17,45,Detached,3
2021,Ottawa,2,3,1013,671470,616996,88,21,Condo,1
2021,Hamilton,4,2,1298,692795,685369,83,93,Detached,0
2021,Guelph,3,4,2215,1040213,1015120,38,34,Detached,3
2014,Ottawa,1,4,960,732770,658861,57,12,Townhouse,3
2016,Kitchener,5,1,1223,417313,403954,50,39,Condo,2
2013,Guelph,2,1,1120,898088,819110,61,96,Condo,0
2015,Toronto,3,1,1155,972512,888314,65,6,Condo,3
2022,Ottawa,4,4,1321,970752,883511,60,81,Detached,0
2013,Guelph,1,1,1679,676933,580574,33,32,Townhouse,0
2023,Kitchener,1,1,2023,800045,726790,18,60,Condo,1
2012,Windsor,3,1,1581,906255,843492,72,8,Detached,0
2016,Guelph,4,2,1226,992782,924194,75,38,Detached,2
2017,Guelph,1,3,2115,900416,848278,17,93,Detached,3
2013,Kitchener,2,3,672,955124,916332,21,95,Detached,0
2022,Windsor,1,4,1769,653570,580467,33,19,Townhouse,0
2011,Ottawa,4,4,1089,341980,278508,85,55,Townhouse,1
2021,London,5,2,1479,1010739,934330,87,9,Detached,1
2019,Ottawa,5,3,1725,610796,567054,77,52,Condo,2
2023,Windsor,3,1,857,765715,719333,6,28,Townhouse,0
2012,Hamilton,4,1,1556,961568,905224,66,62,Condo,0
2010,Kitchener,1,4,1587,805337,759137,24,48,Condo,0
2017,Ottawa,1,3,2084,940534,805280,86,39,Townhouse,0
2012,Guelph,5,4,2586,1290971,1182938,60,53,Condo,3
2021,Kitchener,5,4,878,910303,860175,56,95,Townhouse,0
2019,Toronto,2,1,2066,654272,608199,29,63,Townhouse,0
2016,Windsor,5,1,1484,510557,447177,66,19,Condo,3
2019,Ottawa,2,3,1176,935335,898219,21,33,Condo,1
2014,Kitchener,1,4,1647,816301,779690,43,64,Detached,2
2019,Ottawa,2,2,979,524208,472921,14,26,Townhouse,0
2014,Kitchener,2,3,1002,1035814,996956,63,45,Condo,3
2023,Guelph,3,4,805,944829,889316,29,1,Townhouse,0
2016,Toronto,5,3,1718,797682,736580,32,75,Detached,1
2018,Toronto,2,3,1630,1237361,1282829,80,66,Detached,3
2021,Hamilton,1,3,1174,1004633,1012424,65,35,Detached,3
2014,Kitchener,4,2,2109,601871,577303,62,77,Detached,3
2010,Ottawa,2,2,1234,1034526,976136,48,98,Detached,0
2019,Toronto,5,1,2013,850984,824106,87,98,Detached,1
2019,Windsor,3,1,1548,1178661,1059358,27,99,Detached,2
2010,Toronto,1,4,1229,988596,911758,82,96,Detached,3
2011,London,3,3,1454,896861,788113,21,45,Townhouse,0
2023,London,4,4,998,885475,808470,83,76,Condo,2
2015,Toronto,2,1,1586,562302,559817,89,33,Townhouse,3
2018,Kitchener,2,2,1512,697595,682563,42,82,Townhouse,0
2017,Hamilton,5,1,1710,841670,807013,34,69,Condo,2
2022,Toronto,2,4,1851,525650,511530,23,83,Condo,2
2014,Guelph,1,1,1546,893437,811001,36,31,Detached,3
2010,Ottawa,4,4,909,651344,606100,24,91,Condo,0
2022,Hamilton,3,4,1872,721364,665212,68,64,Townhouse,2
2016,Guelph,4,4,1505,942140,850844,40,15,Detached,1
2014,Hamilton,2,4,742,688810,581009,69,46,Townhouse,1
2015,Guelph,3,1,1623,893897,852039,87,48,Condo,2
2022,Ottawa,5,4,1654,828994,819932,47,68,Townhouse,3
2016,Ottawa,4,4,1356,588275,573923,30,83,Townhouse,3
2012,London,3,3,1420,976278,891796,11,85,Detached,3
2021,Kitchener,3,4,1261,986550,928582,38,40,Detached,2
2019,Guelph,3,1,1666,997420,974122,40,1,Townhouse,3
2012,London,1,4,1555,1181536,1110298,10,20,Condo,3
2014,Guelph,4,2,1136,717772,700059,41,22,Detached,1
2015,London,3,2,2147,410070,413241,66,54,Townhouse,0
2018,Ottawa,4,4,1233,668598,678829,77,77,Detached,1
2022,Hamilton,3,2,417,991898,985277,64,65,Detached,2
2023,Windsor,5,2,1311,783726,699007,68,15,Condo,1
2021,London,5,1,1912,519045,475122,54,61,Townhouse,0
2014,Guelph,5,3,1417,463315,414329,56,79,Townhouse,1
2010,Guelph,2,2,846,1084071,1028462,21,14,Townhouse,3
2023,Windsor,3,2,1088,921716,902031,64,69,Townhouse,0
2023,Kitchener,2,3,1067,700666,665057,81,49,Townhouse,2
2023,Ottawa,4,3,1269,1176503,1138006,85,6,Detached,1
2013,Guelph,2,2,1395,1329780,1307710,58,41,Detached,1
2014,Toronto,4,4,1697,1006969,971545,14,31,Detached,3
2021,Hamilton,4,2,1551,951068,904718,29,90,Detached,0
2019,London,4,4,1570,905650,863086,22,64,Condo,3
2019,Kitchener,2,4,2211,971137,908142,68,89,Condo,1
2014,Windsor,3,4,1844,1191673,1156242,83,51,Townhouse,1
2016,Hamilton,2,3,1809,605456,509111,63,59,Condo,0
2013,Ottawa,3,2,774,732184,713167,31,55,Detached,1
2010,Kitchener,3,2,1199,790442,756351,62,49,Detached,0
2023,London,4,1,861,914861,853041,65,40,Detached,2
2023,London,2,3,1192,1113085,1044557,87,15,Detached,1
2014,Windsor,3,1,1817,882565,868750,83,70,Detached,0
2016,Toronto,5,1,1342,925046,878129,75,65,Townhouse,0
2019,Windsor,3,4,1928,935343,861357,47,7,Townhouse,3
2019,Ottawa,5,3,1777,804617,802695,84,62,Detached,1
2015,Kitchener,2,1,1520,716773,669408,15,54,Townhouse,3
2014,Kitchener,2,2,1938,814935,809543,9,52,Condo,0
2013,Guelph,2,1,2045,669140,643529,62,51,Condo,2
2011,Toronto,3,3,1681,672580,620014,43,4,Detached,2
2013,Toronto,1,2,1591,873607,830127,52,1,Townhouse,1
2019,Kitchener,3,2,1753,704355,688574,84,66,Detached,2
2019,Kitchener,3,2,937,1169340,1082698,24,98,Townhouse,1
2012,Hamilton,4,4,1452,829308,789318,85,35,Detached,1
2019,Hamilton,4,2,1490,1071850,1005354,23,77,Detached,0
2010,Hamilton,3,4,1352,550981,455929,64,81,Detached,0
2017,Toronto,5,4,1184,557102,527395,30,10,Condo,0
2014,Guelph,4,1,1899,777786,709318,83,67,Townhouse,3
2022,London,3,1,1568,987353,924899,29,68,Townhouse,0
2013,Hamilton,1,2,1604,701988,693675,19,89,Condo,1
2017,Guelph,5,3,2069,779924,693707,88,93,Condo,0
2016,Windsor,2,2,1421,999985,946957,25,65,Townhouse,3
2011,Ottawa,3,1,1344,722394,688380,51,51,Townhouse,0
2010,Hamilton,3,2,2044,648496,647085,39,30,Detached,2
2021,Windsor,5,1,903,941678,929907,48,39,Detached,1
2020,London,4,2,1520,539192,492448,10,10,Townhouse,2
2013,Ottawa,4,3,1204,725267,715403,79,93,Townhouse,2
2017,Ottawa,4,2,1617,822855,753873,27,44,Detached,3
2021,London,2,3,1728,905803,867174,43,32,Condo,2
2011,Hamilton,5,3,1751,964529,961372,77,44,Townhouse,0
2012,Toronto,5,2,1910,995730,965619,22,63,Townhouse,1
2021,London,4,3,1398,739505,721392,44,61,Condo,2
2010,London,4,3,1423,991502,978227,40,65,Condo,2
2010,London,1,1,1710,901229,917683,32,41,Condo,1
2022,Ottawa,1,1,1855,944241,891256,68,81,Townhouse,0
2012,Guelph,3,3,979,673243,651859,87,12,Townhouse,2
2020,Windsor,3,4,1625,933021,826723,62,2,Townhouse,1
2014,Toronto,5,2,1341,769449,689672,42,73,Detached,0
2021,Hamilton,5,3,1534,809573,710629,83,76,Condo,0
2012,Hamilton,2,2,1357,833028,761562,48,60,Condo,0
2010,Windsor,2,1,1210,1222637,1190176,80,25,Detached,3
2010,Guelph,1,2,1092,617028,557306,6,61,Detached,0
2017,London,3,3,1439,1037863,996946,77,99,Detached,0
2019,Toronto,1,3,1643,1086074,1025856,39,22,Detached,1
2020,Hamilton,1,3,1258,965117,888379,5,97,Condo,3
2021,Windsor,3,3,1975,692909,624985,50,56,Detached,0
2022,Kitchener,2,4,2483,1139301,1089051,64,21,Detached,2
2022,Windsor,3,4,1665,733597,681623,67,55,Condo,3
2021,Hamilton,4,4,1483,937423,880835,49,40,Condo,1
2023,London,4,3,1135,824182,741007,61,51,Condo,3
2011,Kitchener,4,4,1648,726170,690860,41,22,Condo,2
2022,Guelph,5,2,2090,909336,867098,11,28,Townhouse,3
2012,Toronto,2,3,2279,1175882,1141107,20,4,Townhouse,2
2011,Guelph,2,1,2058,851269,797151,54,26,Townhouse,0
2012,Guelph,5,3,1837,1195687,1126587,18,87,Townhouse,0
2016,Windsor,1,2,1664,763343,704354,10,60,Condo,3
2010,Toronto,4,4,1080,815482,767213,65,23,Townhouse,3
2019,Toronto,4,3,1460,554841,472658,25,41,Detached,1
2017,Hamilton,1,4,1413,688432,662259,14,58,Detached,1
2022,Hamilton,3,3,1462,756325,751320,36,8,Detached,2
2019,Toronto,3,2,1212,734191,674545,10,96,Townhouse,0
2019,Kitchener,2,3,1803,607951,559159,6,51,Townhouse,3
2019,Ottawa,5,4,1390,647630,602644,43,61,Detached,0
2023,Hamilton,2,4,1357,742681,732265,53,1,Townhouse,3
2011,Ottawa,3,2,1213,1037307,981349,31,30,Condo,2
2012,Windsor,1,3,1592,500883,397031,60,92,Townhouse,0
2018,Kitchener,2,1,2098,383564,373511,18,17,Detached,1
2016,Toronto,4,3,1495,447834,402548,27,23,Detached,2
2013,Kitchener,4,2,1612,630520,578256,89,24,Townhouse,0
2019,Hamilton,1,1,2274,927394,890713,55,86,Townhouse,2
2014,Guelph,3,2,1981,728738,673806,29,69,Detached,3
2011,Windsor,4,3,1735,726008,689419,57,89,Detached,0
2022,Toronto,4,1,1718,721518,666911,15,52,Townhouse,0
2020,London,5,2,1258,424433,382080,39,71,Townhouse,0
2022,Windsor,2,4,1219,972284,938419,59,58,Detached,1
2017,Ottawa,3,1,1556,1062104,1014417,62,22,Detached,2
2013,Kitchener,2,1,1566,732905,668468,72,59,Detached,1
2018,Toronto,3,2,1160,817092,813816,41,44,Detached,1
2014,Windsor,4,4,1781,823744,752927,81,37,Detached,2
2022,Kitchener,5,1,1389,586435,558208,13,34,Detached,2
2018,Toronto,2,2,1950,711702,643150,32,57,Detached,0
2013,Hamilton,4,1,1477,1157151,1127245,59,57,Townhouse,0
2019,Windsor,3,1,1442,799202,727803,50,40,Condo,2
2014,Hamilton,2,1,1125,844703,796172,84,20,Condo,0
2018,Windsor,2,4,1168,661271,639154,74,17,Townhouse,3
2017,Hamilton,4,3,2027,714008,677172,31,52,Condo,0
2012,Kitchener,2,3,1607,929258,843448,14,4,Townhouse,2
2010,London,5,4,1655,632079,580525,27,63,Townhouse,1
2012,Windsor,5,4,2140,1123996,1087738,25,50,Townhouse,2
2013,Windsor,4,2,972,476746,392530,49,82,Townhouse,2
2011,Hamilton,3,1,1768,673367,597713,7,92,Condo,1
2010,Toronto,4,4,864,504024,479231,63,50,Townhouse,3
2016,Windsor,5,2,1324,1064872,1021007,47,16,Detached,0
2017,Hamilton,1,3,1041,792745,795620,11,72,Townhouse,3
2016,Guelph,1,3,1843,742722,666564,31,61,Condo,1
2023,Hamilton,2,3,744,879520,829398,66,44,Condo,3
2014,Kitchener,2,3,1407,1079802,1009698,46,18,Condo,1
2021,London,1,2,1036,843213,851176,8,50,Condo,2
2010,Guelph,5,1,1158,1028530,986956,66,93,Detached,3
2016,Kitchener,2,2,1219,741272,686245,12,80,Townhouse,0
2022,Kitchener,4,1,2027,607732,621279,88,30,Detached,0
2016,Kitchener,4,3,1365,846442,776752,21,49,Townhouse,1
2018,Toronto,5,4,2190,660528,620232,9,98,Townhouse,2
2012,Kitchener,2,4,2274,937749,940390,67,94,Detached,3
2018,Toronto,4,4,2345,718134,683570,13,21,Detached,3
2023,Kitchener,2,1,1476,783091,719391,12,22,Condo,1
2010,Ottawa,2,3,1584,351920,329314,11,47,Townhouse,3
2010,Guelph,4,2,1651,775055,726426,41,25,Townhouse,0
2023,Ottawa,1,4,1353,751482,714476,59,86,Townhouse,0
2013,Kitchener,4,1,1669,1032592,1042415,71,56,Townhouse,3
2018,Guelph,5,4,1125,974021,905306,12,64,Townhouse,3
2015,Guelph,3,2,749,804843,730611,73,28,Townhouse,2
2022,Windsor,4,3,1785,473912,389451,9,33,Condo,2
2020,London,2,2,1360,711953,661683,21,66,Townhouse,3
2012,Ottawa,2,3,1109,1032804,968266,62,4,Condo,3
2010,London,4,3,1159,760310,758732,67,80,Townhouse,1
2013,Guelph,3,3,2106,586648,529445,31,12,Townhouse,2
2021,Toronto,4,4,1685,1030364,989903,80,17,Detached,3
2022,Guelph,3,2,891,475297,427606,72,36,Townhouse,1
2018,London,3,4,1025,777412,760933,32,16,Detached,2
2012,Ottawa,5,2,1383,911616,827937,62,23,Detached,1
2021,Kitchener,2,1,1690,825210,824740,54,72,Detached,3
2018,Windsor,2,1,1182,551696,493536,71,9,Condo,0
2016,Windsor,3,2,1430,614161,591687,35,78,Detached,0
2021,Windsor,2,2,1545,660404,546847,16,55,Detached,0
2023,Kitchener,1,2,1554,956893,886033,59,73,Detached,0
2013,Windsor,3,2,541,834105,784960,8,64,Townhouse,3
2012,Ottawa,2,3,1588,722491,703329,46,47,Condo,0
2019,Kitchener,1,4,806,881782,805082,58,90,Condo,0
2014,Windsor,5,3,1385,649962,697901,26,67,Condo,3
2014,Kitchener,2,4,1299,947675,886150,5,10,Condo,2
2012,London,1,4,1068,890111,824800,52,89,Townhouse,2
2021,Ottawa,4,4,1837,755100,691548,47,4,Detached,2
2018,Hamilton,4,3,1050,767546,692411,24,30,Townhouse,1
2013,Toronto,1,2,1290,731635,698585,22,11,Condo,2
2020,Windsor,3,3,1851,999188,932709,74,51,Townhouse,3
2014,Toronto,3,3,1279,843218,813318,53,19,Townhouse,2
2013,Kitchener,2,4,1196,756702,731614,80,13,Condo,1
2014,Toronto,4,1,1392,605937,586908,21,57,Detached,1
2016,Ottawa,3,1,1716,917898,875458,57,3,Townhouse,0
2018,Ottawa,3,3,2078,908551,825215,26,78,Condo,3
2016,Guelph,4,4,1125,694871,593419,86,74,Townhouse,2
2022,Windsor,5,3,1157,715968,674081,14,38,Townhouse,2
2014,Guelph,3,3,1389,776597,745947,28,27,Townhouse,3
2019,Toronto,1,2,1592,569274,479392,88,88,Detached,3
2019,Hamilton,2,4,1191,814741,751739,16,80,Townhouse,3
2016,Guelph,3,1,1775,470912,420041,8,10,Townhouse,3
2023,Guelph,3,1,1133,544106,527280,46,53,Detached,3
2019,Ottawa,5,1,739,698081,605130,9,27,Townhouse,3
2014,Hamilton,1,3,1712,674340,621530,30,7,Townhouse,3
2012,Kitchener,2,4,1759,890278,840274,63,92,Detached,1
2016,Toronto,3,2,1917,856599,790349,66,90,Condo,0
2022,Guelph,2,1,703,1075324,1024668,84,82,Townhouse,2
2020,Hamilton,4,4,1233,818569,724330,9,13,Condo,1
2020,Windsor,3,1,1399,841225,760871,30,72,Condo,1
2011,Hamilton,3,2,2202,567389,534229,87,91,Condo,2
2021,Toronto,4,4,1436,567804,515197,10,60,Detached,1
2018,Hamilton,5,3,961,812885,780448,28,14,Detached,3
2019,Hamilton,3,3,1618,816342,709662,57,44,Townhouse,1
2019,Hamilton,2,1,2023,857918,829605,11,70,Condo,2
2021,Windsor,1,1,1938,1053926,1007497,14,84,Detached,0
2010,Guelph,2,4,1724,576638,515721,43,28,Detached,2
2022,Toronto,5,2,1605,1137982,1072811,82,23,Condo,0
2015,Windsor,1,1,592,501997,431760,32,12,Detached,3
2016,Hamilton,2,4,1510,874588,800560,46,24,Condo,1
2023,Hamilton,2,2,1571,550729,479944,66,51,Detached,2
2022,Guelph,4,1,1436,944827,907817,56,22,Condo,2
2017,Toronto,5,1,1782,503233,469624,26,62,Detached,0
2019,Ottawa,4,4,1429,253505,202359,61,26,Detached,1
2018,Windsor,1,1,1352,829173,795724,15,86,Detached,2
2011,Guelph,4,3,1915,775003,744735,18,58,Detached,2
2020,Toronto,5,2,1334,1021214,983873,35,71,Condo,1
2019,Windsor,3,2,1525,815573,702509,8,15,Townhouse,3
2011,Hamilton,3,3,1859,651029,554715,26,94,Townhouse,0
2014,Toronto,1,4,1095,692037,649213,68,68,Detached,2
2022,Toronto,3,3,1052,1443204,1455199,81,6,Townhouse,1
2014,Kitchener,4,3,2043,625085,592794,88,2,Detached,3
2015,Toronto,1,2,1262,904909,828509,87,31,Townhouse,2
2012,Ottawa,5,4,1776,880439,877406,83,24,Detached,3
2017,Toronto,1,1,789,909572,841457,88,35,Townhouse,2
2022,Ottawa,1,3,498,893242,827051,65,47,Townhouse,2
2010,Hamilton,2,3,1645,746476,695957,10,31,Detached,3
2015,Ottawa,2,4,1448,447590,398719,83,89,Townhouse,0
2013,Windsor,1,3,1649,831126,808264,72,72,Detached,3
2010,Hamilton,3,4,2249,797435,726531,10,76,Townhouse,1
2016,Hamilton,2,1,1005,824786,765489,70,2,Condo,2
2018,Ottawa,5,4,1515,913046,877465,40,79,Condo,3
2022,Guelph,4,1,2090,717276,690827,19,59,Condo,3
2013,London,2,4,1062,675941,661744,80,96,Detached,2
2013,Toronto,1,3,1266,980168,919023,44,63,Detached,2
2015,Kitchener,3,1,793,734230,690298,45,75,Detached,3
2021,London,4,3,2395,701256,656941,11,17,Condo,0
2012,Toronto,2,1,618,683951,680787,26,54,Townhouse,2
2022,Toronto,3,4,1819,918913,901769,76,21,Detached,3
2021,Hamilton,3,4,972,758046,744165,15,22,Condo,1
2015,Toronto,3,4,1079,1242561,1169499,6,97,Detached,0
2016,Kitchener,1,2,1925,811489,756339,34,55,Detached,1
2020,Toronto,5,2,1202,558679,517169,72,29,Townhouse,2
2019,Ottawa,3,1,1760,712625,629459,57,79,Detached,2
2019,London,4,2,2052,931064,852141,25,21,Detached,0
2012,Ottawa,2,4,1580,679965,596802,29,2,Townhouse,2
2016,Kitchener,4,2,1855,796556,753818,77,42,Detached,1
2023,Toronto,1,2,1532,995691,988123,76,52,Detached,3
2012,Windsor,1,3,1550,1025773,924579,9,38,Townhouse,3
2022,Kitchener,4,1,1246,695116,629390,70,3,Detached,1
2022,Hamilton,5,1,2271,748635,682288,89,25,Detached,1
2011,Ottawa,1,1,1797,819364,749088,53,77,Condo,2
2021,Ottawa,1,2,1708,1068465,935561,12,88,Townhouse,2
2023,Guelph,4,4,1808,580039,533053,83,62,Condo,0
2019,Toronto,1,3,1229,871944,778850,31,95,Townhouse,3
2013,Hamilton,5,1,1872,811088,786667,6,15,Detached,0
2021,Windsor,5,2,2122,620595,546139,32,70,Condo,1
2017,Ottawa,5,4,947,1047467,943964,15,10,Condo,1
2022,Ottawa,2,3,1716,998068,949477,50,73,Condo,0
2018,Hamilton,5,3,1525,1107655,1115222,25,69,Condo,0
2016,Kitchener,5,1,1292,1036040,969030,46,44,Townhouse,3
2010,Kitchener,2,1,1062,802039,758547,36,41,Detached,1
2012,Toronto,3,4,1920,923884,848557,36,83,Detached,0
2022,Guelph,1,2,1583,866366,830359,75,20,Condo,3
2021,Ottawa,5,4,1417,618583,496956,26,97,Detached,2
2023,Guelph,1,1,1716,539118,485926,82,37,Detached,2
2018,Kitchener,4,4,1449,873801,800069,81,95,Townhouse,3
2021,Kitchener,1,2,1218,819294,799285,25,39,Detached,0
2010,London,2,3,1551,732717,717970,26,77,Detached,3
2018,Windsor,1,3,1488,781526,770433,38,70,Detached,3
2017,Toronto,1,3,790,1153892,1142597,14,8,Detached,0
2010,London,1,3,1248,364078,293725,69,43,Condo,2
2015,Windsor,3,1,994,927979,896070,69,10,Townhouse,3
2014,London,3,1,839,968504,956605,71,41,Townhouse,2
2015,London,4,2,1687,993544,964445,47,4,Townhouse,3
2019,Toronto,2,2,1232,524329,453220,45,78,Detached,1
2021,Toronto,1,2,1916,741361,671001,17,4,Condo,0
2022,Hamilton,1,2,768,731371,651464,8,24,Townhouse,2
2022,Guelph,1,4,1380,858397,816843,27,21,Condo,0
2022,Guelph,1,2,1253,574118,464205,74,10,Townhouse,2
2014,Hamilton,3,3,868,875695,793235,38,46,Condo,2
2015,Hamilton,4,3,1502,623046,608271,45,89,Detached,0
2014,Kitchener,5,3,903,740484,666120,22,70,Detached,3
2020,Windsor,2,4,1589,1069010,1018437,37,80,Townhouse,3
2021,London,1,2,1788,968430,923383,29,44,Townhouse,1
2014,Hamilton,4,3,1607,824765,774470,56,92,Townhouse,2
2013,Ottawa,5,3,1657,521548,491527,21,33,Detached,0
2012,Guelph,4,3,1912,866476,786207,55,94,Detached,2
2012,Hamilton,3,3,1489,879918,847265,7,36,Townhouse,3
2013,Ottawa,5,1,1169,380117,346922,59,25,Townhouse,0
2018,Ottawa,4,2,1256,870169,797364,60,13,Detached,0
2011,Ottawa,3,2,1265,584786,469672,39,39,Townhouse,2
2018,Kitchener,4,4,1082,504084,468992,72,79,Townhouse,1
2010,Kitchener,4,1,1813,575603,562999,63,38,Townhouse,3
2023,Ottawa,5,4,1710,367704,283509,63,30,Detached,3
2010,Windsor,3,3,833,718482,662631,17,14,Detached,2
2014,Kitchener,1,4,1169,598944,533874,66,50,Condo,2
2015,London,2,3,1063,1028116,977087,51,68,Condo,1
2015,Ottawa,5,3,1626,728187,660380,80,1,Condo,3
2012,London,3,2,1930,656034,595118,7,61,Condo,1
2016,London,4,2,1679,481400,447104,25,3,Townhouse,0
2018,Ottawa,3,2,1219,714414,643298,69,50,Detached,0
2020,Guelph,2,2,1372,1070689,1005686,22,61,Detached,1
2021,Windsor,2,2,942,1109463,1070599,17,36,Condo,1
2019,Ottawa,1,1,973,727051,682242,75,4,Townhouse,2
2017,Ottawa,1,2,1838,786098,759675,81,43,Detached,3
2015,Kitchener,2,4,2077,940580,876724,85,14,Detached,3
2021,Ottawa,5,3,1214,594891,530707,49,89,Townhouse,3
2017,Guelph,5,2,1519,873812,824975,66,67,Townhouse,1
2021,Kitchener,4,1,1788,1273345,1257507,34,7,Condo,2
2014,Toronto,1,4,834,953022,963697,79,8,Condo,2
